pageno,top,fonts_size,hasAck,hasAt,Allcap,hasTable,hasFigure,hasRef,hasR,hasAbstract,italic,Bold,LABEL,Text,filename
1,196,13,0,0,0,0,0,0,0,0,0,0,TI,ce paperhydrolysate as feedstock for microbial fermentation,e25
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,Bottom,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,–,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,up,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,protein,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,identi,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,ﬁ,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,cations,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,from,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,microliter,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,quantities,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,ofindividual,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,human,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,tear,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,samples.,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,Important,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,steps,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,towards,e26
1,213,13,0,0,0,0,0,0,0,0,0,0,TI,clinicalrelevance.,e26
1,212,13,0,0,0,0,0,0,0,0,0,0,TI,Calibration and,e27
1,212,13,0,0,0,0,0,0,0,0,0,0,TI,ﬁ,e27
1,212,13,0,0,0,0,0,0,0,0,0,0,TI,eld evaluation of the Chemcatcher,e27
1,212,13,0,0,0,0,0,0,0,0,0,0,TI,®,e27
1,212,13,0,0,0,0,0,0,0,0,0,0,TI,passive sampler formonitoring metaldehyde in surface water,e27
1,210,13,0,0,0,0,0,0,0,0,0,0,TI,Capital market research in taxation: Do it in China!,e28
1,122,14,0,0,0,0,0,0,0,0,0,0,TI,European Journal of Managementand Business Economics,e29
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,Cause-related marketing: An experimental study about how theproduct type and the perceived ﬁt may inﬂuence the consumerresponse,e29
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,CEO’s,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,personal,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,"characteristics,",e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,ownership,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,and,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,investment,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,cash,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,ﬂowsensitivity:,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,Evidence,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,from,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,NYSE,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,panel,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,data,e30
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,ﬁrms,e30
1,215,13,0,0,0,0,0,0,0,0,0,0,TI,"Chemometric evaluation of Cd, Co, Cr, Cu, Ni (inductively coupledplasma optical emission spectrometry) and Pb (graphite furnaceatomic absorption spectrometry) concentrations in lipstick samplesintended to be used by adults and children",e31
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,Chemometrics optimization of carbohydrate separations in six food matrices bymicellar electrokinetic chromatography with anionic surfactant,e32
1,215,13,0,0,0,0,0,0,0,0,0,0,TI,"Climate service development, delivery and use in Europeat monthly to inter-annual timescales",e33
1,217,19,0,0,0,0,0,0,0,0,0,0,TI,Commonly observed shortcomings inmanuscripts submitted to management journals,e34
1,210,15,0,0,0,0,0,0,0,0,0,0,TI,Comparative assessment of agricultural technologygenerating practices in universities and researchinstitutes in north central zone of Nigeria,e35
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,Computing,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,positively,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,weighted,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,straight,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,skeletons,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,of,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,simple,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,polygons,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,based,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,on,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,a,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,bisector,e36
1,222,13,0,0,0,0,0,0,0,0,0,0,TI,arrangement,e36
1,122,14,0,0,0,0,0,0,0,0,0,0,TI,European Journal of Managementand Business Economics,e38
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,Corporate social responsibility: Evolution through institutional andstakeholder perspectives,e38
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,Corrigendum,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,to,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,“Computing,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,random,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,consistency,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,indices,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,and,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,assessing,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,priority,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,vectors,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,reliability” [Inf.,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,Sci.,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,420,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,-2017,e39
1,216,13,0,0,0,0,0,0,0,0,0,0,TI,532–542],e39
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,Cost efﬁciency analysis of Swedish ﬁnancial enterprises:An empirical investigation,e40
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,Desarrollo y validación inicial de una escala para evaluar la ﬁdelidadde los consumidores hacia las tiendas,e43
1,98,9,0,0,0,0,0,0,0,0,0,1,TI,"Gabriela Goldschmidt, Professor Emeritus, Facultyof Architecture and Town Planning, Technion, IsraelInstitute of Technology, Israel",e44
1,97,9,0,0,0,0,0,0,0,0,0,1,TI,"theoreticians and researches from the ﬁelds of busi-ness administration and management, who wereunder pressure to propose ways to augment innova-tion in industry, adopted the term design thinkingas they became aware that design is an importantfactor in innovation—the enormous success of Appleproducts must have been persuasive. This led to thedevelopment of multiple versions of design thinkingas a method",e44
1,97,9,0,0,0,0,0,0,0,0,0,1,TI,to be practiced in industries that striveto introduce innovative products or services. Designthinking has thus become associated with prescrip-tive models of design.,e44
1,215,13,0,0,0,0,0,0,0,0,0,0,TI,Determination by GC–MS-SIM of furanoditerpenes in,e45
1,215,13,0,0,0,0,0,0,0,0,0,0,TI,Pterodon pubescens,e45
1,215,13,0,0,0,0,0,0,0,0,0,0,TI,Benth.: Development and validation,e45
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,Determination of cadmium and lead in beverages after leaching from pewtercups using graphite furnace atomic absorption spectrometry,e46
1,215,13,0,0,0,0,0,0,0,0,0,0,TI,Determination of copper in airborne particulate matter using slurrysampling and chemical vapor generation atomicabsorption spectrometry,e47
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,Determination,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,of,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,ﬂuorine,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,in,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,tea,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,using,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,high-resolution,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,molecular,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,absorptionspectrometry,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,with,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,electrothermal,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,vaporization,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,of,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,the,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,calcium,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,mono-ﬂuoride,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,CaF,e48
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,Determination,e49
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,of,e49
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,inorganic,e49
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,contaminants,e49
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,in,e49
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,polyamide,e49
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,textiles,e49
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,used,e49
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,formanufacturing,e49
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,sport,e49
1,225,13,0,0,0,0,0,0,0,0,0,0,TI,T-shirts,e49
1,215,13,0,0,0,0,0,0,0,0,0,0,TI,Determination of lead in medicinal plants by high-resolution continuumsource graphite furnace atomic absorption spectrometry using directsolid sampling,e50
1,213,16,0,0,0,0,0,0,0,0,0,0,TI,Educational Innovation in the Computer Architecture area,e1
1,203,15,0,0,0,0,0,0,0,0,0,0,TI,Configuration management,e3
1,203,15,0,0,0,0,0,0,0,0,0,0,TI,–,e3
1,203,15,0,0,0,0,0,0,0,0,0,0,TI,a core competence for successfulthrough-life systems engineering and engineering services,e3
1,199,14,0,0,0,0,0,0,0,0,0,0,TI,Towards intelligent and sustainable production: combining and integratingonline predictive maintenance and continuous quality control,e4
1,290,15,0,0,0,0,0,0,0,0,0,1,TI,Academic  attainment  in  the  light  of  the  psychological  aspects  andrequirements of the labor market,e5
1,290,15,0,0,0,0,0,0,0,0,0,1,TI,a field study-,e5
1,217,13,0,0,0,0,0,0,0,0,0,0,TI,Alkali metal intercalated titanate nanotubes: A vibrational spectroscopy study,e6
1,215,13,0,0,0,0,0,0,0,0,0,0,TI,A micro-ﬂow-batch analyzer with solenoid micro-pumps for the photometricdetermination of iodate in table salt,e7
1,212,13,0,0,0,0,0,0,0,0,0,0,TI,A multi-purpose,e8
1,212,13,0,0,0,0,0,0,0,0,0,0,TI,ﬂ,e8
1,212,13,0,0,0,0,0,0,0,0,0,0,TI,"ow manifold for the spectrophotometric determinationof sulphide, sulphite and ethanol involving gas diffusion: Application to wineand molasses analysis",e8
1,212,13,0,0,0,0,0,0,0,0,0,0,TI,An air carrier,e9
1,212,13,0,0,0,0,0,0,0,0,0,0,TI,ﬂ,e9
1,212,13,0,0,0,0,0,0,0,0,0,0,TI,ow system for the spectrophotometric determination ofwater in biodiesel exploiting bleaching of the cobalt chloride complex,e9
1,228,13,0,0,0,0,0,0,0,0,0,0,TI,Analytical protocols for the determination of sulphur compoundscharacteristic of the metabolism of,e10
1,228,13,0,0,0,0,0,0,0,0,1,0,TI,Chlorobium limicola,e10
