pageno,top,fonts_size,hasAck,hasAt,Allcap,hasTable,hasFigure,hasRef,hasR,hasAbstract,italic,Bold,LABEL,Text,filename
6,4378,9,0,0,0,0,0,0,0,0,1,1,RE,"is  iteratively  calculatedto satisfy (14), (16), and (17) simultaneously. to thisend,  the  following  constrained  gradient-based  algo-",i28
6,4378,9,0,0,0,0,0,0,0,0,1,1,RE,1) find  an  initial  matrix,i28
6,4378,9,0,0,0,0,0,0,0,0,1,1,RE,K,i28
6,4378,9,0,0,0,0,0,0,0,0,1,1,RE,that  makes,i28
6,4378,9,0,0,0,0,0,0,0,0,1,1,RE,A BK C,i28
6,4607,9,0,0,0,0,0,0,0,0,1,1,RE,simulations are conducted in the next section to show,i28
11,9058,7,0,0,0,0,0,0,0,0,0,0,RE,"[11] S. B. Lee, B. Lee, M. Kiani, B. Mahmoudi, R. Gross, and M. Ghovanloo,“An inductively-powered wireless neuralrecording system with acharge sampling analog front-end,”",i29
11,9058,7,0,0,0,0,0,0,0,0,0,0,RE,", vol. 16, no. 2,pp. 475–484, Jan. 2016.",i29
4,2947,7,0,0,0,0,0,0,0,0,0,0,RE,(cid:110),i32
4,2947,7,0,0,0,0,0,0,0,0,0,0,RE,",",i32
4,2947,7,0,0,0,0,0,0,0,0,0,0,RE,",",i32
5,3448,8,0,0,0,0,0,0,0,0,0,1,RE,A,i32
6,4376,9,0,0,0,0,0,0,0,0,1,1,RE,e,i32
6,4376,9,0,0,0,0,0,0,0,0,1,1,RE,y,i32
6,4416,9,0,0,0,0,0,0,0,0,1,1,RE,e,i32
6,4414,9,0,0,0,0,0,0,0,0,1,1,RE,y,i32
6,4414,9,0,0,0,0,0,0,0,0,1,1,RE,x,i32
6,4414,9,0,0,0,0,0,0,0,0,0,1,RE,W,i32
6,4414,9,0,0,0,0,0,0,0,0,1,1,RE,x,i32
6,4414,9,0,0,0,0,0,0,0,0,1,1,RE,e,i32
6,4411,9,0,0,0,0,0,0,0,0,1,1,RE,y,i32
6,4416,9,0,0,0,0,0,0,0,0,1,1,RE,f,i32
6,4416,9,0,0,0,0,0,0,0,0,1,1,RE,x,i32
6,4416,9,0,0,0,0,0,0,0,0,1,1,RE,e,i32
6,4410,9,0,0,0,0,0,0,0,0,1,1,RE,y,i32
6,4417,9,0,0,0,0,0,0,0,0,0,1,RE,X,i32
6,4417,9,0,0,0,0,0,0,0,0,1,1,RE,e,i32
6,4417,9,0,0,0,0,0,0,0,0,0,1,RE,Y,i32
6,4417,9,0,0,0,0,0,0,0,0,1,1,RE,p,i32
7,5160,9,0,0,0,0,0,0,0,0,0,1,RE,X,i32
7,5160,9,0,0,0,0,0,0,0,0,0,1,RE,Y,i32
7,5160,9,0,0,0,0,0,0,0,0,1,1,RE,z,i32
7,5159,9,0,0,0,0,0,0,0,0,0,1,RE,repeat,i32
8,6283,7,0,0,0,0,0,0,0,0,1,1,RE,x,i32
8,6283,7,0,0,0,0,0,0,0,0,1,1,RE,y,i32
13,10324,7,0,0,0,0,0,0,0,0,0,0,RE,"[9] C. Zhang and W. Zhang, ‘‘Spectrum sharing for drone networks,’’",i32
13,10330,7,0,0,0,0,0,0,0,0,0,0,RE,JINLONG WANG,i32
13,10330,7,0,0,0,0,0,0,0,0,0,0,RE,"(AM’98–M’09–SM’13) receivedthe B.S. degree in wireless communications,the M.S. degree, and the Ph.D. degree in commu-nications and electronic systems from the Insti-tute of Communications Engineering, Nanjing,China, in 1983, 1986, and 1992, respectively. He iscurrently a Professor with the Army EngineeringUniversity of PLA, Nanjing. He has publishedwidely in the areas of signal processing for wire-less communications and networking. His currentresearch interests include soft-deﬁned radio, cognitive radio, and greenwireless communication systems. He was a Co-Chair of the IEEE NanjingSection.",i32
6,4605,9,0,0,0,0,0,0,0,0,0,1,RE,Algorithm 1,i35
11,9058,7,0,0,0,0,0,0,0,0,0,0,RE,"[25] Y. Yang, Q. Li, W.-K. Ma, J. Ge, and P. C. Ching, ‘‘Cooperative secure",i35
11,9058,7,0,0,0,0,0,0,0,0,0,0,RE,"beamforming for AF relay networks with multiple eavesdroppers,’’",i35
11,9058,7,0,0,0,0,0,0,0,0,0,0,RE,", vol. 20, no. 1, pp. 35–38, Jan. 2013.",i35
6,4698,8,0,0,0,0,0,0,0,0,0,0,RE,1) PROBABLE COMORBIDITIES,i38
6,4371,9,0,0,0,0,0,0,0,0,1,1,RE,h,i40
6,4411,9,0,0,0,0,0,0,0,0,1,1,RE,T,i40
6,4607,9,0,0,0,0,0,0,0,0,1,1,RE,h,i40
6,4743,7,0,0,0,0,0,0,0,0,1,1,RE,T,i40
9,7383,9,0,0,0,0,0,0,0,0,1,1,RE,I,i40
9,7412,9,0,0,0,0,0,0,0,0,1,1,RE,K,i40
9,7412,9,0,0,0,0,0,0,0,0,1,1,RE,R,i40
9,7412,9,0,0,0,0,0,0,0,0,1,1,RE,E,i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,"[25] J. M. Picone, A. E. Hedin, D. P. Drob, and A. C. Aikin, ‘‘NRLMSISE-00",i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,empirical model of the atmosphere: Statistical comparisons and scientiﬁc,i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,"issues,’’",i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,", vol. 107, no. A12, pp. 1–16, 2002, doi: 10.1029/",i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,2002JA0.09430.,i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,"[4] M. Zhu and S. Xu, ‘‘Stability-based SDRE controller for spacecraft",i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,"momentum management,’’",i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,", vol. 89, no. 1, pp. 71–82,",i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,2013. [Online]. Available: https://doi.org/10.1016/j.actaastro.2013.03.026,i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,"[5] V. A. Sarychev, V. P. Legostaev, V. V. Sazonov, M. Y. Belyaev,",i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,"I. N. Gansvind, and T. N. Tyan, ‘‘The passive attitude motion of the",i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,"orbital stations Salyut-6 and Salyut-7,’’",i40
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,", vol. 15, no. 9,pp. 635–640, 1987, doi: 10.1016/0094-5765(87)90134-2.",i40
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,(,i41
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,λ,i41
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,),i41
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,=,i41
11,9051,9,0,0,0,0,0,0,0,0,0,0,RE,.,i41
13,10318,7,0,0,0,0,0,0,0,0,0,0,RE,[46] NREL.,i41
13,10318,7,0,0,0,0,0,0,0,0,0,0,RE,.,i41
13,10327,7,0,0,0,0,0,0,0,0,0,0,RE,"Accessed: Aug. 9, 2017. [Online]. Available: http://www.nrel.gov/midc/",i41
5,3448,8,0,0,0,0,0,0,0,0,0,1,RE,III. RESULTS,i42
5,3442,7,0,0,0,0,0,0,0,0,0,1,RE,d,i44
5,3442,7,0,0,0,0,0,0,0,0,0,1,RE,OFF,i44
5,3442,7,0,0,0,0,0,0,0,0,0,1,RE,OFF,i44
9,7357,9,0,0,0,0,0,0,0,0,0,1,RE,end,i48
9,7360,9,0,0,0,0,0,0,0,0,0,1,RE,end,i48
9,7360,9,0,0,0,0,0,0,0,0,0,1,RE,return,i48
10,7817,8,0,0,0,0,0,0,0,0,0,1,RE,REFERENCES,i1
5,3448,8,0,0,0,0,0,0,0,0,0,1,RE,REFERENCES,i2
7,5583,8,0,0,0,0,0,0,0,0,0,1,RE,REFERENCES,i3
9,7029,9,0,0,0,0,0,0,0,0,0,0,RE,R,i4
9,7029,7,0,0,0,0,0,0,0,0,0,0,RE,EFERENCES,i4
15,12152,8,0,0,0,0,0,0,0,0,0,1,RE,REFERENCES,i5
8,6305,8,0,0,0,0,0,0,0,0,0,1,RE,REFERENCES,i6
8,6439,8,0,0,0,0,0,0,0,0,0,1,RE,REFERENCES,i7
11,9050,9,0,0,0,0,0,0,0,0,0,0,RE,R,i8
11,9050,7,0,0,0,0,0,0,0,0,0,0,RE,EFERENCES,i8
13,10327,9,0,0,0,0,0,0,0,0,0,0,RE,R,i9
13,10327,7,0,0,0,0,0,0,0,0,0,0,RE,EFERENCES,i9
8,6465,9,0,0,0,0,0,0,0,0,0,0,RE,R,i10
8,6465,7,0,0,0,0,0,0,0,0,0,0,RE,EFERENCES,i10
